0.00996198, 0.00001302, 0.16786905, 0.03807688, 0.06168611, 0.05280498, 0.02841442, 0.00192728, 0.04538233, 0.00376341, 0.00001302, 0.00000000, 0.05754506, 0.00157568, 0.00000000, 0.02019742, 0.00010418, 0.02612251, 0.09714554, 0.00197937, 0.00277373, 0.00101573, 0.00062507, 0.00919367, 0.05250547, 0.00092458, 0.16969216, 0.00000000, 0.00648505, 0.00347692, 0.00013022, 0.05596937, 0.00290395, 0.00000000, 0.00304719, 0.00093760, 0.07569799, 0.00003907
0.02173913, 0.01086957, 0.04347826, 0.05434783, 0.08695652, 0.02173913, 0.00000000, 0.00000000, 0.06521739, 0.02173913, 0.00000000, 0.00000000, 0.01086957, 0.00000000, 0.00000000, 0.02173913, 0.00000000, 0.00000000, 0.05434783, 0.00000000, 0.02173913, 0.01086957, 0.00000000, 0.00000000, 0.10869565, 0.00000000, 0.06521739, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.28260870, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.09782609, 0.00000000
0.02750676, 0.00000000, 0.03140530, 0.03490607, 0.13645584, 0.06454290, 0.00295318, 0.00168581, 0.06836396, 0.00217829, 0.00018425, 0.00000000, 0.03366625, 0.00490762, 0.00000000, 0.00649872, 0.00023763, 0.00007749, 0.09256109, 0.00076972, 0.00054931, 0.00078694, 0.00213352, 0.01191431, 0.01334699, 0.00029618, 0.35224114, 0.00000000, 0.00206464, 0.00391060, 0.00048043, 0.08865394, 0.00173402, 0.00000000, 0.00472853, 0.00246586, 0.00577205, 0.00002066
0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
0.01398908, 0.00003472, 0.11014176, 0.07161645, 0.27684315, 0.01915631, 0.00312942, 0.03244225, 0.00699237, 0.00500447, 0.00132382, 0.00000000, 0.02243114, 0.00763909, 0.00007162, 0.07265597, 0.00054906, 0.00062719, 0.09467477, 0.01146297, 0.00540813, 0.01049724, 0.00137373, 0.00293193, 0.02969695, 0.00035157, 0.03571491, 0.00000000, 0.10165846, 0.00740037, 0.00411903, 0.03332118, 0.00053604, 0.00000000, 0.00047093, 0.00119578, 0.01436235, 0.00017579
0.00926900, 0.00001777, 0.07398851, 0.07247448, 0.05717779, 0.06656763, 0.00518183, 0.00416892, 0.00306360, 0.00237412, 0.00018481, 0.00000000, 0.15624023, 0.00129723, 0.00000000, 0.04813269, 0.00008885, 0.00054733, 0.40021964, 0.00323420, 0.00221418, 0.00302451, 0.00043360, 0.00559410, 0.01507279, 0.00022391, 0.01315004, 0.00000355, 0.00709747, 0.00083876, 0.00089207, 0.01562367, 0.00127591, 0.00000000, 0.00022391, 0.00145006, 0.02821927, 0.00043360
0.01303898, 0.00000000, 0.43411378, 0.03901622, 0.02842205, 0.03248757, 0.03658972, 0.00161156, 0.01692137, 0.00395565, 0.00000916, 0.00000000, 0.01813920, 0.00109879, 0.00000000, 0.04637811, 0.00006410, 0.02343171, 0.03732225, 0.00152915, 0.00116289, 0.00184047, 0.00121783, 0.00466070, 0.05719204, 0.00150168, 0.06141323, 0.00000000, 0.00482552, 0.00138264, 0.00009157, 0.03474925, 0.00151084, 0.00000000, 0.00232577, 0.00084241, 0.09106226, 0.00009157
0.01841733, 0.00002596, 0.12193856, 0.03578335, 0.03252560, 0.08039249, 0.11947253, 0.00295923, 0.02564668, 0.00430906, 0.00029852, 0.00000000, 0.01270653, 0.00116812, 0.00000000, 0.01074669, 0.00001298, 0.01105819, 0.03003362, 0.00236219, 0.00482822, 0.00299817, 0.00101237, 0.00904643, 0.14887017, 0.00347840, 0.21194855, 0.00000000, 0.00619103, 0.00273859, 0.00010383, 0.05100783, 0.00602230, 0.00000000, 0.00171324, 0.00242709, 0.03625060, 0.00150557
0.01676710, 0.00000000, 0.01117072, 0.08602778, 0.02857678, 0.17119628, 0.00305157, 0.00126690, 0.00073810, 0.00071607, 0.00022033, 0.00000000, 0.17352076, 0.00055082, 0.00000000, 0.00765646, 0.00000000, 0.00038558, 0.46124949, 0.00189484, 0.00041863, 0.00020931, 0.00022033, 0.00442863, 0.00748020, 0.00019830, 0.00417525, 0.00000000, 0.00159739, 0.00050676, 0.00013220, 0.00296344, 0.00193890, 0.00000000, 0.00027541, 0.00637855, 0.00316173, 0.00092539
0.04243632, 0.00000000, 0.02552012, 0.00724285, 0.08108108, 0.06426210, 0.01521486, 0.01380517, 0.02240910, 0.00189578, 0.00014583, 0.00000000, 0.01818005, 0.00009722, 0.00000000, 0.00291659, 0.00000000, 0.00019444, 0.06037332, 0.02070776, 0.00442349, 0.02061054, 0.00661093, 0.00563873, 0.03388100, 0.00014583, 0.16600233, 0.00000000, 0.01579817, 0.00131246, 0.00000000, 0.34401128, 0.00038888, 0.00000000, 0.00403461, 0.00364573, 0.01681898, 0.00019444
